Label,Message,Cleaned_Message
0,Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie lol hope not wake u
0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",up day also ship company take wks way usps take week get lag may bribe nipost get stuff
0,How? Izzit still raining?,izzit still rain
0,I will come tomorrow di,come tomorrow di
0,I am in a marriage function,marriage function
0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),u laugh really loud u talk spontaneously u not care other feel u probably dear amp good friend goodevene dear
0,Ok u can take me shopping when u get paid =D,ok u take shopping u get pay
1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf free games arcade st get ur game setting reply post save activ press key arcade termsapply
0,"Dizzamn, aight I'll ask my suitemates when I get back",dizzamn aight ill ask suitemate get back
0,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",sorry man stash run dry last night can not pick sunday
0,Is ur paper today in e morn or aft?,ur paper today e morn aft
0,Nvm take ur time.,nvm take ur time
0,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick sleep day yesterday
0,I just lov this line: \Hurt me with the truth,lov line hurt truth
0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,hi babe u r likely bed sorry tonight really wanna see u tomorrow call love xxx
0,Still otside le..u come 2morrow maga..,still otside leu come morrow maga
0,.Please charge my mobile when you get up in morning.,please charge mobile get morning
0,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pls want get nice shirt hubby nice fit one budget ltgt k help pls load card abi hwkeep post luv mj
0,You're gonna have to be way more specific than that,go to way specific
0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,lol go to last month cash leave ltgt case collect week cause announce blog
0,"Haha, my friend tyler literally just asked if you could get him a dubsack",haha friend tyler literally ask could get dubsack
1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",hi night ur lucky night uve invite xchat uks wildest chat txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs
0,How much is blackberry bold2 in nigeria.,much blackberry bold nigeria
0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",boy late home father power frndship
0,* Thought I didn't see you.,think not see
0,K. I will sent it again,k sent
0,"sorry, no, have got few things to do. may be in pub later.",sorry get thing may pub later
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton ring ur around h
0,Most of the tiime when i don't let you hug me it's so i don't break into tears.,tiime not let hug not break tear
0,Hi dear we saw dear. We both are happy. Where you my battery is low,hi dear see dear happy battery low
0,Ok lor thanx... ÌÏ in school?,ok lor thanx school
0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",not drive even many reason call bbdtht chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
0,Anything lor. Juz both of us lor.,anything lor juz us lor
1,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",someone contact date service enter phone becausethey fancy find call landline pobox wrg p
0,Howz that persons story,howz person story
0,"Ok omw now, you at castor?",ok omw castor
0,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depend quality want type send boye fade glory want ralph maybe
0,Super da:)good replacement for murali,super dagood replacement murali
0,"I think we're going to finn's now, come",think go finn come
0,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,not tell thatnow think plus go stop run
0,Its like that hotel dusk game i think. You solve puzzles in a area thing,like hotel dusk game think solve puzzle area thing
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg not reply text randy sexy female live local luv hear u netcollex ltd p per msg reply stop end
0,S..antha num corrct dane,santha num corrct dane
0,Did you try making another butt.,try make another butt
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
1,88800 and 89034 are premium phone services call 08718711108,premium phone service call
0,How much i gave to you. Morning.,much give morning
0,Er yep sure. Props?,er yep sure prop
0,It only does simple arithmetic not percentages.,simple arithmetic percentage
0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",science tell chocolate melt sunlight please not walk sunlight bcozi not want loss sweet friend
0,Ok... Help me ask if she's working tmr a not?,ok help ask work tmr
0,Just finished eating. Got u a plate. NOT leftovers this time.,finish eat get u plate leftover time
0,Neva mind it's ok..,neva mind ok
0,I sent your maga that money yesterday oh.,send maga money yesterday oh
0,Carry on not disturbing both of you,carry disturb
0,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,hamster dead hey tmr meet pm orchard mrt
0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,student solve cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi get answr
1,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent mobile number bonus caller prize nd attempt reach call asap box nqp ppm
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god create gap finger one make come amp fill gap hold hand love
0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",not goin get somethin unless meetin dinner lor haha wonder go tis time
0,Ok,ok
0,Anything lor if they all go then i go lor...,anything lor go go lor
0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,people tour think sofa thing send curious sugar
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refill successfully inr ltdecimalgt keralacircle prepay account balance rs ltdecimalgt transaction kr ltgt
0,I'm serious. You are in the money base,serious money base
0,Match started.india  &lt;#&gt;  for 2,match startedindia ltgt
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",hi mandy sullivan call hotmix fmyou choose receive easter prize drawplease telephone claim prize transfer someone else
0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind take garage centre part exhaust need replace part order n take fix tomo morning
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.,test early appreciate call tomorrow
0,"Aight, text me tonight and we'll see what's up",aight text tonight well see
0,"K I'm leaving soon, be there a little after 9",k leave soon little
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night end another day morning come special way may smile like sunny ray leave worry blue blue bay gud mrng
0,Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop story tell return say order
0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,buy test yesterday something let know exact day u ovulatewhen get u wks pls pls not fret know u r worried pls relax also anything ur past history u need tell
0,I think just yourself Û_Thanks and see you tomo,think thank see tomo
0,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,specialisation work slave labor look month sha cos shakara beggar
0,Mum ask Ì_ to buy food home...,mum ask buy food home
0,"ItÛ÷s reassuring, in this crazy world.",reassuring crazy world
0,Id onluy matters when getting on from offcampus,onluy matter get offcampus
1,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,winner specially select receive cash award speak live operator claim call ampm cost p
0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",shit not surprised go spend evening french guy meet town fool around bit not let fuck
0,Have your lunch and come quickly and open the door:),lunch come quickly open door
